Set,File,PID,angular_velocity,Band,Radius_range
1,1,11,0.1684153775408576,Outer,12-14
1,1,11,0.3342858126681296,Outer,12-14
1,1,11,-0.0819100822873051,Outer,12-14
1,1,11,0.1426201952944739,Outer_1,10-12
1,1,11,-0.0128012992132977,Outer_1,10-12
1,1,11,0.3114558371761879,Outer_1,10-12
1,1,11,0.0860435232379139,Outer_1,10-12
1,1,11,-0.0356611198833496,Outer_1,10-12
1,1,11,-0.1515097464583483,Outer_1,10-12
1,1,11,-0.4222923772248776,Outer_1,10-12
1,1,11,-0.0283155558065901,Outer_1,10-12
1,1,11,0.2830062083200246,Outer_1,10-12
1,1,11,-0.1573380373996151,Outer_1,10-12
1,1,11,-0.0264386351817149,Outer_1,10-12
1,1,11,-0.0749263716370212,Outer_1,10-12
1,1,11,-0.0864274583645476,Outer_1,10-12
1,1,11,-0.0443676950569535,Outer_1,10-12
1,1,11,0.2789159896455402,Outer_1,10-12
1,1,11,-0.1567660755841098,Outer_1,10-12
1,1,11,-0.3258599089477081,Outer_1,10-12
1,1,11,-0.0393160438060782,Outer_1,10-12
1,1,11,0.1882247448877532,Outer_1,10-12
1,1,11,-0.0131049024331399,Outer_1,10-12
1,1,11,-0.0430255404982333,Outer_1,10-12
1,1,11,0.0401182923009235,Outer_1,10-12
1,1,11,0.1040978087548065,Outer_1,10-12
1,1,11,-0.2111121039368066,Outer_1,10-12
1,1,11,-0.0579992600981471,Outer_1,10-12
1,1,11,-0.1369870431676214,Outer_1,10-12
1,1,11,-0.1361252390804326,Outer_1,10-12
1,1,11,0.0618901548390171,Outer_1,10-12
1,1,11,-0.0925431742829991,Outer_1,10-12
1,1,11,0.0311149684169285,Outer_1,10-12
1,1,11,-0.1610665005883449,Outer_1,10-12
1,1,11,-0.0991348360986714,Outer_1,10-12
1,1,11,-0.0447378838057934,Outer_1,10-12
1,1,11,-0.1825241811753128,Outer_1,10-12
1,1,11,-0.0856193622663314,Outer_1,10-12
1,1,11,-0.1528582812309151,Outer_1,10-12
1,1,11,-0.0052802889120324,Outer_1,10-12
1,1,11,0.0794912315389417,Outer_1,10-12
1,1,11,0.1109918063228674,Outer_1,10-12
1,1,11,0.0035627639640996,Outer_1,10-12
1,1,11,0.125659803305365,Outer_1,10-12
1,1,11,-0.0848518568225422,Outer_1,10-12
1,1,11,0.0328585272370265,Outer_1,10-12
1,1,11,0.0202262973022966,Outer_1,10-12
1,1,11,-0.0430688884186514,Outer_1,10-12
1,1,11,-0.0514043914374422,Outer_1,10-12
1,1,11,-0.0868305165635252,Outer_1,10-12
1,1,11,0.06780619277527,Outer_1,10-12
1,1,11,0.0408290892037466,Outer_1,10-12
1,1,11,-0.3270240694531039,Outer_1,10-12
1,1,11,-0.0517299772769428,Outer_1,10-12
1,1,11,-0.0098780505738842,Outer_1,10-12
1,1,11,0.1267215093851064,Outer_1,10-12
1,1,11,0.1163409858261084,Outer_1,10-12
1,1,11,0.2224239848353959,Outer_1,10-12
1,1,11,-0.0921909307041799,Outer_1,10-12
1,1,11,-0.0416908551877615,Outer_1,10-12
1,1,11,0.0225943599367077,Outer_1,10-12
1,1,11,-0.2023857416677859,Outer_1,10-12
1,1,11,0.0285777391978561,Outer_1,10-12
1,1,11,-0.0345308002970581,Outer_1,10-12
1,1,11,0.0361749847486834,Outer_1,10-12
1,1,11,-0.1197010636264925,Outer_1,10-12
1,1,11,-0.0474499498905189,Outer_1,10-12
1,1,11,-0.1056079696259204,Outer_1,10-12
1,1,11,-0.1354339882008788,Outer_1,10-12
1,1,11,-0.0431370586500965,Outer_1,10-12
1,1,11,-0.0774740215033817,Outer_1,10-12
1,1,11,0.1302914562380146,Outer_1,10-12
1,1,11,0.0692370277151805,Outer_1,10-12
1,1,11,-0.1034760002735799,Outer_1,10-12
1,1,11,-0.1897513300039364,Outer_1,10-12
1,1,11,-0.0578286078251388,Outer_1,10-12
1,1,11,-0.2145459327263359,Outer_1,10-12
1,1,11,-0.3401950170046457,Outer_1,10-12
1,1,11,0.0233459756572749,Outer_1,10-12
1,1,11,-0.0571987960758102,Outer_1,10-12
1,1,11,0.153874845687584,Outer_1,10-12
