Set,File,PID,angular_velocity,Band,Radius_range
1,1,10,0.073795858471509,Outer,12-14
1,1,10,0.2415605207218694,Outer,12-14
1,1,10,0.1924205403704277,Outer,12-14
1,1,10,-0.0239774805495556,Outer,12-14
1,1,10,0.1370531123181022,Outer,12-14
1,1,10,-0.0050510510228809,Outer,12-14
1,1,10,0.1434579372912199,Outer,12-14
1,1,10,0.0192231460895446,Outer,12-14
1,1,10,0.0080656118384241,Outer,12-14
1,1,10,-0.0112836944143426,Outer,12-14
1,1,10,-0.0937776491574102,Outer,12-14
1,1,10,0.2731703522196174,Outer,12-14
1,1,10,0.1275408409892113,Outer,12-14
1,1,10,-0.0035404984307798,Outer,12-14
1,1,10,-0.0188329134589948,Outer,12-14
1,1,10,0.0599368404324156,Outer,12-14
1,1,10,0.0915465923016993,Outer,12-14
1,1,10,0.0089682451700787,Outer,12-14
1,1,10,0.024984376448232,Outer,12-14
1,1,10,-0.0009939953448605,Outer,12-14
1,1,10,0.118431322963953,Outer,12-14
1,1,10,0.0232012624956921,Outer,12-14
1,1,10,-0.0271758326404034,Outer,12-14
1,1,10,0.0130615680643537,Outer,12-14
1,1,10,0.0363148011176241,Outer,12-14
1,1,10,-0.026792889977167,Outer,12-14
1,1,10,-0.0058746454396216,Outer,12-14
1,1,10,-0.0122954399582462,Outer,12-14
1,1,10,-0.2409390293655295,Outer,12-14
1,1,10,0.6244962623779404,Outer,12-14
1,1,10,0.4068136845662713,Outer,12-14
1,1,10,0.2482021160483896,Outer,12-14
1,1,10,-0.0892275277330449,Outer,12-14
1,1,10,0.0989963383978498,Outer,12-14
1,1,10,-0.0485159062030726,Outer,12-14
1,1,10,0.2055491990671054,Outer,12-14
1,1,10,0.2971762027611593,Outer,12-14
1,1,10,0.0021237029319367,Outer,12-14
1,1,10,-0.0448305306009748,Outer,12-14
1,1,10,0.1563601169701463,Outer,12-14
1,1,10,0.0648931759662807,Outer,12-14
1,1,10,0.3013039722203312,Outer,12-14
1,1,10,0.0338786897106544,Outer,12-14
1,1,10,0.1233603658207873,Outer,12-14
1,1,10,0.025820024203413,Outer,12-14
1,1,10,0.2713405585092654,Outer,12-14
1,1,10,0.2157027996647982,Outer,12-14
1,1,10,0.0952113502700173,Outer,12-14
1,1,10,-0.0468235032421535,Outer,12-14
1,1,10,0.0361801984440246,Outer,12-14
1,1,10,-0.0480702355405693,Outer,12-14
1,1,10,0.0337396328770309,Outer,12-14
1,1,10,0.0034808715725729,Outer,12-14
1,1,10,-0.0097350356873913,Outer,12-14
1,1,10,-0.0175339875326456,Outer,12-14
1,1,10,-0.0164603763064081,Outer,12-14
1,1,10,0.0914335701305386,Outer,12-14
1,1,10,0.0990617314369011,Outer,12-14
1,1,10,0.127268204320555,Outer,12-14
1,1,10,-0.0733350048699628,Outer,12-14
1,1,10,0.2463260886818101,Outer,12-14
1,1,10,0.0645258857274821,Outer,12-14
1,1,10,0.0891722466747895,Outer,12-14
1,1,10,-0.0029157046237351,Outer,12-14
1,1,10,-0.0929491414348646,Outer,12-14
1,1,10,0.093942843185216,Outer,12-14
1,1,10,0.0027552262202203,Outer,12-14
1,1,10,-0.0215818556854081,Outer,12-14
1,1,10,0.023391073448705,Outer,12-14
1,1,10,0.0005983868649486,Outer,12-14
1,1,10,-0.0536625288830245,Outer,12-14
1,1,10,0.0481995421637604,Outer,12-14
1,1,10,-0.0048562856509901,Outer,12-14
1,1,10,-0.0256988500959876,Outer,12-14
1,1,10,-0.0094713305714457,Outer,12-14
1,1,10,0.0562132295935775,Outer,12-14
1,1,10,-0.1891841660246305,Outer,12-14
1,1,10,-0.0331611523704333,Outer,12-14
1,1,10,0.1055096950437124,Outer,12-14
1,1,10,0.1103014031258546,Outer,12-14
1,1,10,0.1951879678079411,Outer,12-14
1,1,10,0.1847376107747158,Outer,12-14
1,1,10,0.0310923178072526,Outer,12-14
1,1,10,-0.0183480987072126,Outer,12-14
1,1,10,0.03964111476792,Outer,12-14
1,1,10,-0.0890191524527912,Outer,12-14
1,1,10,-0.0322701516101466,Outer,12-14
1,1,10,0.013311138368115,Outer,12-14
1,1,10,0.0010364007722643,Outer,12-14
1,1,10,-0.0279667131773893,Outer,12-14
1,1,10,0.0121340738171786,Outer,12-14
1,1,10,0.0160708144115839,Outer,12-14
1,1,10,0.0130430144624442,Outer,12-14
1,1,10,0.0186053939190014,Outer,12-14
1,1,10,0.0764956319777629,Outer,12-14
1,1,10,-0.0415076228919275,Outer,12-14
1,1,10,0.0008421768890451,Outer,12-14
1,1,10,-0.0187364341757945,Outer,12-14
1,1,10,-0.0884690358678361,Outer,12-14
1,1,10,0.1246939577829349,Outer,12-14
1,1,10,-0.0290744483151605,Outer,12-14
1,1,10,0.1376004388712166,Outer,12-14
1,1,10,-0.0731554190940837,Outer,12-14
1,1,10,0.0841996781867879,Outer,12-14
1,1,10,0.134827357927119,Outer,12-14
1,1,10,0.1337620416927163,Outer,12-14
1,1,10,-0.0596812395043544,Outer,12-14
1,1,10,0.1334161720760622,Outer,12-14
1,1,10,-0.0164580810888059,Outer,12-14
1,1,10,-0.0071408809981612,Outer,12-14
1,1,10,0.0698623182589344,Outer,12-14
1,1,10,0.5273871625704176,Outer,12-14
1,1,10,0.2978655546049449,Outer,12-14
1,1,10,0.225460687253407,Outer,12-14
1,1,10,0.248427466557608,Outer,12-14
1,1,10,0.3129548185992568,Outer,12-14
1,1,10,0.4303176880726282,Outer,12-14
1,1,10,0.2914602072882246,Outer,12-14
1,1,10,0.058329141217948,Outer,12-14
1,1,10,0.2372802233344826,Outer,12-14
1,1,10,-0.0013234211956456,Outer,12-14
1,1,10,-0.0186439578536328,Outer,12-14
1,1,10,0.0028404174456118,Outer,12-14
1,1,10,-0.0145708295203457,Outer,12-14
1,1,10,0.0468222341189732,Outer,12-14
1,1,10,0.0031745202642143,Outer,12-14
1,1,10,-0.0162665235187953,Outer,12-14
1,1,10,-0.0034682511973618,Outer,12-14
1,1,10,0.0211628813216169,Outer,12-14
1,1,10,-0.0112705918009443,Outer,12-14
1,1,10,0.0120989267512499,Outer,12-14
1,1,10,0.0227124633500608,Outer,12-14
1,1,10,-0.044783418060815,Outer,12-14
1,1,10,0.1292988040753844,Outer,12-14
1,1,10,0.0394062770806016,Outer,12-14
1,1,10,0.0160014796257947,Outer,12-14
1,1,10,-0.0659893908543791,Outer,12-14
1,1,10,0.0194951762456847,Outer,12-14
1,1,10,0.0119416811677641,Outer,12-14
1,1,10,0.0385493515621404,Outer,12-14
1,1,10,-0.0068114908823062,Outer,12-14
1,1,10,-0.0273333924009433,Outer,12-14
1,1,10,-0.1434523543264001,Outer,12-14
1,1,10,0.2666904468378441,Outer,12-14
1,1,10,0.2098404253358365,Outer,12-14
1,1,10,0.1023151468521481,Outer,12-14
1,1,10,0.2110406602125509,Outer,12-14
1,1,10,-0.0692225874203238,Outer,12-14
1,1,10,0.0227546292160987,Outer,12-14
1,1,10,0.1090729414889972,Outer,12-14
1,1,10,-0.1532816863042527,Outer,12-14
1,1,10,0.0501292648368458,Outer,12-14
1,1,10,0.02473594132866,Outer,12-14
1,1,10,0.0807110587798374,Outer,12-14
1,1,10,0.0439762184610366,Outer,12-14
1,1,10,0.0186850341780893,Outer,12-14
1,1,10,0.131814724862139,Outer,12-14
1,1,10,0.159342418286791,Outer,12-14
1,1,10,0.0047829653708992,Outer,12-14
1,1,10,0.1796427565978469,Outer,12-14
1,1,10,-0.0631226928257753,Outer,12-14
1,1,10,0.0301192958893437,Outer,12-14
1,1,10,0.0015045717496384,Outer,12-14
1,1,10,0.1465801468549132,Outer,12-14
1,1,10,0.4710270724936594,Outer,12-14
1,1,10,0.1217858150307016,Outer,12-14
1,1,10,0.2026814637271496,Outer,12-14
1,1,10,0.1867566437655057,Outer,12-14
1,1,10,-0.0154141800981255,Outer,12-14
1,1,10,0.3143056001313877,Outer,12-14
1,1,10,0.2598067091210767,Outer,12-14
1,1,10,0.1831524636582129,Outer,12-14
1,1,10,0.4161777811321152,Outer,12-14
1,1,10,0.11887423140627,Outer,12-14
1,1,10,0.0266650802409751,Outer,12-14
1,1,10,0.0998326929307307,Outer,12-14
1,1,10,-0.0107531575544106,Outer,12-14
1,1,10,0.0144785762717587,Outer,12-14
1,1,10,0.134720213966677,Outer,12-14
1,1,10,-0.0767084663597699,Outer,12-14
1,1,10,0.0268353989475622,Outer,12-14
1,1,10,0.1115948851567476,Outer,12-14
1,1,10,0.1432309628764603,Outer,12-14
1,1,10,-0.1233730939485457,Outer,12-14
1,1,10,0.0843150373196195,Outer,12-14
1,1,10,0.0175632033079278,Outer,12-14
1,1,10,0.0678889216584526,Outer,12-14
1,1,10,-0.0290019334376148,Outer,12-14
1,1,10,0.2009110618991969,Outer,12-14
1,1,10,-0.0267044408166508,Outer,12-14
1,1,10,0.4705221106668507,Outer,12-14
1,1,10,-0.2806411670847453,Outer,12-14
1,1,10,-0.0092101729853739,Outer,12-14
1,1,10,0.0939457984308909,Outer,12-14
1,1,10,0.1244167115716794,Outer,12-14
1,1,10,-0.051313641604834,Outer,12-14
1,1,10,-0.1501545604780521,Outer,12-14
1,1,10,0.0573270082645418,Outer,12-14
1,1,10,0.1121823327313076,Outer,12-14
1,1,10,0.3972382503732135,Outer,12-14
1,1,10,0.0756845531069845,Outer,12-14
1,1,10,-0.0750074243915026,Outer,12-14
1,1,10,0.0687683723481038,Outer,12-14
1,1,10,-0.0003716833882245,Outer,12-14
1,1,10,0.0032969238350251,Outer,12-14
1,1,10,0.1237288525086173,Outer,12-14
1,1,10,-0.0649078452085269,Outer,12-14
1,1,10,-0.0459140938162088,Outer,12-14
1,1,10,0.2702627003397895,Outer,12-14
1,1,10,0.5007441422265653,Outer,12-14
1,1,10,0.1061081456988901,Outer,12-14
1,1,10,-0.0060329934358547,Outer,12-14
1,1,10,-0.0204847909989767,Outer,12-14
1,1,10,0.0296271671201906,Outer,12-14
1,1,10,-0.0530787739996636,Outer,12-14
1,1,10,0.0096037296711286,Outer,12-14
1,1,10,0.0161554655373663,Outer,12-14
1,1,10,-0.0269747233694932,Outer,12-14
1,1,10,-0.0631085100320287,Outer,12-14
1,1,10,0.0916266204937761,Outer,12-14
1,1,10,0.0501074238158834,Outer,12-14
1,1,10,0.195109670620643,Outer,12-14
1,1,10,0.0688020687155557,Outer,12-14
1,1,10,0.0698104161453989,Outer,12-14
1,1,10,0.0544350832079132,Outer,12-14
1,1,10,-0.0300506710580377,Outer,12-14
1,1,10,0.0621521504551862,Outer,12-14
1,1,10,-0.0412696616734562,Outer,12-14
1,1,10,0.19773241056975,Outer,12-14
1,1,10,0.1826026768536843,Outer,12-14
1,1,10,0.1016440487957726,Outer,12-14
1,1,10,0.147234417451505,Outer,12-14
1,1,10,0.0795182736769977,Outer,12-14
1,1,10,0.0767110580813579,Outer,12-14
1,1,10,-0.0360752085167037,Outer,12-14
1,1,10,-0.0022921525025223,Outer,12-14
1,1,10,0.0147993508839756,Outer,12-14
1,1,10,0.013387852868802,Outer,12-14
1,1,10,0.0170265572426489,Outer,12-14
1,1,10,0.035902765169443,Outer,12-14
1,1,10,0.1036401543501832,Outer,12-14
1,1,10,-0.0239794498450822,Outer,12-14
1,1,10,0.0185763372892475,Outer,12-14
1,1,10,-0.0696833796506344,Outer,12-14
1,1,10,-0.0822237685291842,Outer,12-14
1,1,10,-0.0048550231713435,Outer,12-14
1,1,10,-0.0123494911992865,Outer,12-14
1,1,10,-0.0060426694421931,Outer,12-14
1,1,10,-0.0011226527008618,Outer,12-14
1,1,10,-0.0023675404001348,Outer,12-14
1,1,10,0.0037073253704149,Outer,12-14
1,1,10,-0.0667821491519564,Outer,12-14
1,1,10,0.064591518822302,Outer,12-14
1,1,10,0.0652018699019327,Outer,12-14
1,1,10,-0.048824506623033,Outer,12-14
1,1,10,0.0049301487273343,Outer,12-14
1,1,10,0.0259797766810163,Outer,12-14
1,1,10,0.0953239200642332,Outer,12-14
1,1,10,0.2186098742498883,Outer,12-14
1,1,10,-0.0659932368761273,Outer,12-14
1,1,10,0.0495595121668328,Outer,12-14
1,1,10,0.1441091793016138,Outer,12-14
1,1,10,0.3582684215355782,Outer,12-14
1,1,10,0.2977418396374585,Outer,12-14
1,1,10,0.16855429135494,Outer,12-14
1,1,10,0.0317818208502216,Outer,12-14
1,1,10,0.0570633921368095,Outer,12-14
1,1,10,0.0241146505616063,Outer,12-14
1,1,10,-0.0469070634689163,Outer,12-14
1,1,10,-0.0114407572992623,Outer,12-14
1,1,10,-0.0392213112793466,Outer,12-14
1,1,10,0.0180735443362314,Outer,12-14
1,1,10,0.0024306022884741,Outer,12-14
1,1,10,0.0250163314047537,Outer,12-14
1,1,10,-0.0243171025060187,Outer,12-14
1,1,10,0.0046455050307034,Outer,12-14
1,1,10,0.0152961392855397,Outer,12-14
1,1,10,-0.020612096213143,Outer,12-14
1,1,10,0.0142555857272821,Outer,12-14
1,1,10,-0.0594959303273978,Outer,12-14
1,1,10,0.1639597228709783,Outer,12-14
1,1,10,0.0627649010083022,Outer,12-14
1,1,10,0.4831611213233975,Outer,12-14
1,1,10,0.2190474542491953,Outer,12-14
1,1,10,0.5393936313102841,Outer,12-14
1,1,10,0.0475728541665247,Outer,12-14
1,1,10,0.1055004043940908,Outer,12-14
1,1,10,0.0538013411411775,Outer,12-14
1,1,10,0.4088690130605026,Outer,12-14
1,1,10,-0.0616586154478806,Outer,12-14
1,1,10,0.0489645914994625,Outer,12-14
1,1,10,-0.0625010590367263,Outer,12-14
1,1,10,0.0055319436882879,Outer,12-14
1,1,10,0.1448326794292782,Outer,12-14
1,1,10,0.0161758013504238,Outer,12-14
1,1,10,0.2891447733267203,Outer,12-14
1,1,10,0.2357480179777353,Outer,12-14
1,1,10,0.2529854960422035,Outer,12-14
1,1,10,-0.1106934260411147,Outer,12-14
1,1,10,-0.0264700414067333,Outer,12-14
1,1,10,0.0609878492662079,Outer,12-14
1,1,10,0.0633543348384559,Outer,12-14
1,1,10,0.0209616863608221,Outer,12-14
1,1,10,-0.0073746918897947,Outer,12-14
1,1,10,-0.0218833077695723,Outer,12-14
1,1,10,0.0293163514954883,Outer,12-14
1,1,10,0.0079784169466106,Outer,12-14
1,1,10,0.2187245127672819,Outer,12-14
1,1,10,0.2542178087519042,Outer,12-14
1,1,10,-0.0591917317195966,Outer,12-14
1,1,10,-0.0487122371171722,Outer,12-14
1,1,10,0.3362071882767949,Outer,12-14
1,1,10,-0.1311675256545692,Outer,12-14
1,1,10,0.0116801947745099,Outer,12-14
1,1,10,0.0178881639608965,Outer,12-14
1,1,10,0.0656313106971895,Outer,12-14
1,1,10,0.1036966053797381,Outer,12-14
1,1,10,0.122744532278352,Outer,12-14
1,1,10,0.0579612921580192,Outer,12-14
1,1,10,0.0689234536012421,Outer,12-14
1,1,10,0.0029488425327439,Outer,12-14
1,1,10,0.0157247821515973,Outer,12-14
1,1,10,-0.0238278445233404,Outer,12-14
1,1,10,0.0161391009608591,Outer,12-14
1,1,10,-0.0140872488420393,Outer,12-14
1,1,10,0.0110983537920743,Outer,12-14
1,1,10,0.0095333060995645,Outer,12-14
1,1,10,-0.0032350913980572,Outer,12-14
1,1,10,0.0035681710636854,Outer,12-14
1,1,10,-0.0040963421085256,Outer,12-14
1,1,10,-0.0295059008938221,Outer,12-14
1,1,10,0.0146569077080451,Outer,12-14
1,1,10,0.0097724712172335,Outer,12-14
1,1,10,-0.0088711420781741,Outer,12-14
1,1,10,0.0943927687988934,Outer,12-14
1,1,10,0.088403269757233,Outer,12-14
1,1,10,-0.044321650428897,Outer,12-14
1,1,10,0.0432458090922329,Outer,12-14
1,1,10,-0.0222631572885476,Outer,12-14
1,1,10,0.0008936559224554,Outer,12-14
1,1,10,-0.0017792251794461,Outer,12-14
1,1,10,0.0097469685189741,Outer,12-14
1,1,10,0.0079832252502889,Outer,12-14
1,1,10,0.0472925914620057,Outer,12-14
1,1,10,0.1045804077868779,Outer,12-14
1,1,10,-0.0176032880199312,Outer,12-14
1,1,10,0.0310799937012751,Outer,12-14
1,1,10,0.1706602152536187,Outer,12-14
1,1,10,0.0723932327700263,Outer,12-14
1,1,10,-0.1038266220651089,Outer,12-14
1,1,10,-0.0387772579667329,Outer,12-14
1,1,10,0.0080246319808354,Outer,12-14
1,1,10,0.0030735983566789,Outer,12-14
1,1,10,0.0830293699048301,Outer,12-14
1,1,10,-0.0460067129400951,Outer,12-14
1,1,10,0.1087918727756678,Outer,12-14
1,1,10,0.0155146712685989,Outer,12-14
1,1,10,0.2343435982965918,Outer,12-14
1,1,10,0.3006269493402342,Outer,12-14
1,1,10,0.2678598781565871,Outer,12-14
1,1,10,0.4665708287421832,Outer,12-14
1,1,10,0.0152877884385809,Outer,12-14
1,1,10,0.0564214305308361,Outer,12-14
1,1,10,0.0205409510314922,Outer,12-14
1,1,10,0.0106780010604046,Outer,12-14
1,1,10,-0.0331876017821044,Outer,12-14
1,1,10,0.1115727315904608,Outer,12-14
1,1,10,0.1668377941986492,Outer,12-14
1,1,10,-0.1753462836956965,Outer,12-14
1,1,10,0.3444847742604029,Outer,12-14
1,1,10,0.480011871142131,Outer,12-14
1,1,10,0.0327850845819237,Outer,12-14
1,1,10,0.1814587034220851,Outer,12-14
1,1,10,-0.040938030890206,Outer,12-14
1,1,10,-0.0439079182121311,Outer,12-14
1,1,10,0.010035416987475,Outer,12-14
1,1,10,0.02489800433437,Outer,12-14
1,1,10,0.108482013782341,Outer,12-14
1,1,10,0.0616390179752914,Outer,12-14
1,1,10,0.0184088661057302,Outer,12-14
1,1,10,0.2494138982696028,Outer,12-14
1,1,10,-0.0929887487785285,Outer,12-14
1,1,10,0.1140468496323725,Outer,12-14
1,1,10,0.3265826490124528,Outer,12-14
1,1,10,0.3091168395465118,Outer,12-14
1,1,10,0.2703179745182029,Outer,12-14
1,1,10,-0.224989435903991,Outer,12-14
1,1,10,-0.1050004818964773,Outer,12-14
1,1,10,0.2657814431569609,Outer,12-14
1,1,10,0.0049551398177203,Outer,12-14
1,1,10,0.2559335364118942,Outer,12-14
1,1,10,0.6859668335558151,Outer,12-14
1,1,10,0.3157027999741406,Outer,12-14
1,1,10,0.136713338909896,Outer,12-14
1,1,10,0.0933991521293751,Outer,12-14
1,1,10,0.2891670569283926,Outer,12-14
1,1,10,0.1257607204372672,Outer,12-14
1,1,10,0.3329942135262649,Outer,12-14
1,1,10,0.0894740780902698,Outer,12-14
1,1,10,0.0438113168732936,Outer,12-14
1,1,10,0.2386412943045437,Outer,12-14
1,1,10,-0.0463690395932419,Outer,12-14
1,1,10,0.0135791169486232,Outer,12-14
1,1,10,0.0153565036132619,Outer,12-14
1,1,10,0.0140293488900526,Outer,12-14
1,1,10,-0.0243473062890826,Outer,12-14
1,1,10,-0.0159661092037874,Outer,12-14
1,1,10,0.0240402144292124,Outer,12-14
1,1,10,-0.0019412582215827,Outer,12-14
1,1,10,-0.0099168127588828,Outer,12-14
1,1,10,-0.0055173848039493,Outer,12-14
1,1,10,0.00226294381895,Outer,12-14
1,1,10,0.055394966454326,Outer,12-14
1,1,10,-0.0055540894412029,Outer,12-14
1,1,10,-0.0199758702999059,Outer,12-14
1,1,10,-0.0070594741061307,Outer,12-14
1,1,10,-0.0017653587031367,Outer,12-14
1,1,10,-0.0043553940593006,Outer,12-14
1,1,10,0.0131629608675818,Outer,12-14
1,1,10,-0.0520918703228634,Outer,12-14
1,1,10,0.00648673285637,Outer,12-14
1,1,10,0.0618317586172572,Outer,12-14
1,1,10,0.0059281018199426,Outer,12-14
1,1,10,-0.0108097487721403,Outer,12-14
1,1,10,-0.0565891136918481,Outer,12-14
1,1,10,0.0428881502426023,Outer,12-14
1,1,10,0.1382114193177299,Outer,12-14
1,1,10,-0.0058735419366318,Outer,12-14
1,1,10,-0.0044707046707497,Outer,12-14
1,1,10,-0.0236477323831221,Outer,12-14
1,1,10,0.0080136126542682,Outer,12-14
1,1,10,-0.0291141833335615,Outer,12-14
1,1,10,0.0321845865391177,Outer,12-14
1,1,10,-0.143014281793405,Outer_1,10-12
1,1,10,-0.0809536547692717,Outer_1,10-12
1,1,10,-0.0994252337863197,Outer_1,10-12
1,1,10,-0.1053922036428738,Outer_1,10-12
1,1,10,-0.016357859403556,Outer_1,10-12
1,1,10,0.0063341840329194,Outer_1,10-12
1,1,10,-0.1500015390766722,Outer_1,10-12
1,1,10,0.0569877751848499,Outer_1,10-12
1,1,10,-0.0428686641833855,Outer_1,10-12
1,1,10,0.0369648304417737,Outer_1,10-12
1,1,10,-0.1399559913302703,Outer_1,10-12
1,1,10,0.0957370456887565,Outer_1,10-12
1,1,10,-0.0781562217043791,Outer_1,10-12
1,1,10,0.0637956864146596,Outer_1,10-12
1,1,10,0.2508283279304613,Outer_1,10-12
1,1,10,-0.1527670614961223,Outer_1,10-12
1,1,10,-0.0594935670203682,Outer_1,10-12
