Set,File,PID,angular_velocity,Band,Radius_range
1,1,9,-0.1006888122707083,Outer,12-14
1,1,9,-0.0310126506001893,Outer,12-14
1,1,9,0.0010763877637933,Outer,12-14
1,1,9,0.013805484034163,Outer,12-14
1,1,9,-0.0005827313871997,Outer,12-14
1,1,9,-0.0427519302977943,Outer,12-14
1,1,9,0.0144532875960434,Outer,12-14
1,1,9,0.0167462130223468,Outer,12-14
1,1,9,0.0515760730717436,Outer,12-14
1,1,9,0.1208064283529473,Outer,12-14
1,1,9,0.1071593156267378,Outer,12-14
1,1,9,0.2295383343827546,Outer,12-14
1,1,9,0.3380485205955823,Outer,12-14
1,1,9,0.05146122398971,Outer,12-14
1,1,9,0.4009852272223497,Outer,12-14
1,1,9,1.017879493076375,Outer,12-14
1,1,9,-0.2598244939402723,Outer,12-14
1,1,9,0.1296089004922982,Outer,12-14
1,1,9,-0.2156950230007379,Outer,12-14
1,1,9,0.5181508080778698,Outer,12-14
1,1,9,-0.0715047730058415,Outer,12-14
1,1,9,0.0545516057721782,Outer,12-14
1,1,9,0.0323312224943794,Outer,12-14
1,1,9,-0.0024171873477762,Outer,12-14
1,1,9,-0.0152639494677346,Outer,12-14
1,1,9,-0.0194064271939389,Outer,12-14
1,1,9,0.010049195834112,Outer,12-14
1,1,9,-0.0183143744420863,Outer,12-14
1,1,9,-0.3243769192252959,Outer,12-14
1,1,9,-0.3281498180042463,Outer,12-14
1,1,9,0.0976769440608045,Outer,12-14
1,1,9,0.4709016031512925,Outer,12-14
1,1,9,0.4540353949401949,Outer,12-14
1,1,9,0.2259635083573825,Outer,12-14
1,1,9,-0.1524410952431303,Outer,12-14
1,1,9,0.0122775733374975,Outer,12-14
1,1,9,-0.1561721337234063,Outer,12-14
1,1,9,0.0104049267566508,Outer,12-14
1,1,9,-0.0008987358558485,Outer,12-14
1,1,9,-0.0285273859974943,Outer,12-14
1,1,9,0.0532813664526781,Outer,12-14
1,1,9,-0.0292919095923673,Outer,12-14
1,1,9,0.0271567734573254,Outer,12-14
1,1,9,0.006978595723698,Outer,12-14
1,1,9,-0.0195792040966069,Outer,12-14
1,1,9,0.0068576243466496,Outer,12-14
1,1,9,-0.0181937069024815,Outer,12-14
1,1,9,0.0095975377530654,Outer,12-14
1,1,9,0.1572150840137767,Outer,12-14
1,1,9,-0.0091205628594082,Outer,12-14
1,1,9,-0.0006252290075794,Outer,12-14
1,1,9,-0.0059070174391302,Outer,12-14
1,1,9,-0.0087717401368268,Outer,12-14
1,1,9,0.1055095741623404,Outer,12-14
1,1,9,0.0571223147992197,Outer,12-14
1,1,9,-0.0357897668404261,Outer,12-14
1,1,9,0.0435511362209792,Outer,12-14
1,1,9,-0.0097240814688031,Outer,12-14
1,1,9,-0.0183305071426711,Outer,12-14
1,1,9,0.0046905603964368,Outer,12-14
1,1,9,0.0208961719307421,Outer,12-14
1,1,9,-0.0218104404516545,Outer,12-14
1,1,9,-0.0499350688998738,Outer,12-14
1,1,9,-0.0249107513887119,Outer,12-14
1,1,9,0.3252639446903909,Outer,12-14
1,1,9,-0.2942819560031982,Outer,12-14
1,1,9,0.0046436266247491,Outer,12-14
1,1,9,0.0244254939983479,Outer,12-14
1,1,9,0.5267762233702498,Outer,12-14
1,1,9,0.4937528919548275,Outer,12-14
1,1,9,-0.0597692782226628,Outer,12-14
1,1,9,0.2271419019720673,Outer,12-14
1,1,9,0.0313439082520172,Outer,12-14
1,1,9,0.4122111736776279,Outer,12-14
1,1,9,0.2634265573198768,Outer,12-14
1,1,9,0.1749419157243972,Outer,12-14
1,1,9,-0.1660893833268422,Outer,12-14
1,1,9,-0.0792889885439773,Outer,12-14
1,1,9,0.0971014122956246,Outer,12-14
1,1,9,0.019450962073257,Outer,12-14
1,1,9,0.0270114630589439,Outer,12-14
1,1,9,0.1287258056977087,Outer,12-14
1,1,9,-0.021297187084349,Outer,12-14
1,1,9,0.025270508819184,Outer,12-14
1,1,9,-0.0019243779879727,Outer,12-14
1,1,9,0.0044105532881797,Outer,12-14
1,1,9,-0.0170072953483888,Outer,12-14
1,1,9,0.372577079450973,Outer,12-14
1,1,9,0.1682892132205111,Outer,12-14
1,1,9,0.2088569213648261,Outer,12-14
1,1,9,0.0261615478235239,Outer,12-14
1,1,9,-0.00278167011915,Outer,12-14
1,1,9,-0.0460520741772905,Outer,12-14
1,1,9,0.0601963872595723,Outer,12-14
1,1,9,-0.0244116155399853,Outer,12-14
1,1,9,0.1227695614857671,Outer,12-14
1,1,9,0.0038756244825597,Outer,12-14
1,1,9,0.0114918636353644,Outer,12-14
1,1,9,0.0619043927930036,Outer,12-14
1,1,9,-0.0125156845546809,Outer,12-14
1,1,9,-0.0520939455901388,Outer,12-14
1,1,9,0.0296486120283994,Outer,12-14
1,1,9,-0.0078442496948154,Outer,12-14
1,1,9,0.0414341868931269,Outer,12-14
1,1,9,-0.037254574627711,Outer,12-14
1,1,9,-0.008668154910306,Outer,12-14
1,1,9,0.0268842954590331,Outer,12-14
1,1,9,-0.022265608993627,Outer,12-14
1,1,9,0.0311484222426985,Outer,12-14
1,1,9,0.1374418626365425,Outer,12-14
1,1,9,0.2147948341103478,Outer,12-14
1,1,9,0.1830021507282433,Outer,12-14
1,1,9,0.0268622028666865,Outer,12-14
1,1,9,0.1452039958603816,Outer,12-14
1,1,9,0.057940656285321,Outer,12-14
1,1,9,0.0112451714271477,Outer,12-14
1,1,9,0.0250594432113873,Outer,12-14
1,1,9,0.0605962793686942,Outer,12-14
1,1,9,-0.1318292590297414,Outer,12-14
1,1,9,-0.0114829079391571,Outer,12-14
1,1,9,0.048845831101107,Outer,12-14
1,1,9,0.0726623754896289,Outer,12-14
1,1,9,-0.0420342169129455,Outer,12-14
1,1,9,0.0772262914987069,Outer,12-14
1,1,9,0.0055844010756356,Outer,12-14
1,1,9,0.019219090964361,Outer,12-14
1,1,9,-0.0561797563994375,Outer,12-14
1,1,9,0.0362578563736342,Outer,12-14
1,1,9,-0.0210260292690591,Outer,12-14
1,1,9,-0.0159544399394864,Outer,12-14
1,1,9,0.096732291540678,Outer,12-14
1,1,9,0.0838763706577259,Outer,12-14
1,1,9,0.3270606791681318,Outer,12-14
1,1,9,0.007487983995241,Outer,12-14
1,1,9,0.1681583945390357,Outer,12-14
1,1,9,-0.0595920063142356,Outer,12-14
1,1,9,0.1748104005447306,Outer,12-14
1,1,9,0.4878028341533813,Outer,12-14
1,1,9,0.0362677449896424,Outer,12-14
1,1,9,0.1382469925036131,Outer,12-14
1,1,9,0.1308337177149412,Outer,12-14
1,1,9,0.2550727928344134,Outer,12-14
1,1,9,0.6660760256459404,Outer,12-14
1,1,9,0.2452209701247762,Outer,12-14
1,1,9,0.6660154053913758,Outer,12-14
1,1,9,0.136981698873206,Outer,12-14
1,1,9,-0.1050001743834081,Outer,12-14
1,1,9,0.0592455141956556,Outer,12-14
1,1,9,0.6849264418521481,Outer,12-14
1,1,9,0.3186644976964814,Outer,12-14
1,1,9,0.1388809723076987,Outer,12-14
1,1,9,0.0923291587693895,Outer,12-14
1,1,9,0.2896610902398686,Outer,12-14
1,1,9,0.1221607542813147,Outer,12-14
1,1,9,0.3370895274865884,Outer,12-14
1,1,9,0.089807231385786,Outer,12-14
1,1,9,0.0432883657151044,Outer,12-14
1,1,9,0.2377657284339238,Outer,12-14
1,1,9,-0.0483258162123001,Outer,12-14
1,1,9,0.0125918669496338,Outer,12-14
1,1,9,0.0148807831504385,Outer,12-14
1,1,9,0.0163728940554497,Outer,12-14
1,1,9,-0.0290656087021101,Outer,12-14
1,1,9,-0.0117567352754113,Outer,12-14
1,1,9,0.0231290888366055,Outer,12-14
1,1,9,-0.004009221028367,Outer,12-14
1,1,9,-0.0080503575456054,Outer,12-14
1,1,9,-0.0056436336975282,Outer,12-14
1,1,9,0.0021135145228217,Outer,12-14
1,1,9,0.0582919047824064,Outer,12-14
1,1,9,-0.0024898058005806,Outer,12-14
1,1,9,-0.0244280373680525,Outer,12-14
1,1,9,-0.0067412834312134,Outer,12-14
1,1,9,-0.0035930200798506,Outer,12-14
1,1,9,-0.0055208513544249,Outer,12-14
1,1,9,0.0163878129135746,Outer,12-14
1,1,9,-0.0523329972212782,Outer,12-14
1,1,9,0.0069871826869762,Outer,12-14
1,1,9,0.0642300121493728,Outer,12-14
1,1,9,0.0059410470862468,Outer,12-14
1,1,9,-0.0120423189198444,Outer,12-14
1,1,9,-0.0578445921367576,Outer,12-14
1,1,9,0.0424179452402406,Outer,12-14
1,1,9,0.1374130652234804,Outer,12-14
1,1,9,-0.0044690206280373,Outer,12-14
1,1,9,-0.004192262190152,Outer,12-14
1,1,9,-0.0292493316702184,Outer,12-14
1,1,9,0.0127325388640562,Outer,12-14
1,1,9,-0.024757537848953,Outer,12-14
1,1,9,0.0234225572980868,Outer,12-14
1,1,9,0.5973636060928813,Outer_1,10-12
1,1,9,-0.2277129789557306,Outer_1,10-12
1,1,9,-0.1027357197667706,Outer_1,10-12
1,1,9,-0.0150958572420649,Outer_1,10-12
1,1,9,0.398916243610544,Outer_1,10-12
1,1,9,0.2031129023886357,Outer_1,10-12
1,1,9,0.3754820416757285,Outer_1,10-12
1,1,9,0.2468616701065435,Outer_1,10-12
1,1,9,-0.1904963976893903,Outer_1,10-12
1,1,9,0.0536846094075009,Outer_1,10-12
1,1,9,-0.060338197772384,Outer_1,10-12
1,1,9,-0.2780480766287656,Outer_1,10-12
1,1,9,0.0518253583584855,Outer_1,10-12
1,1,9,-0.1028409497231805,Outer_1,10-12
1,1,9,0.1013439021558775,Outer_1,10-12
1,1,9,-0.0177448753490674,Outer_1,10-12
1,1,9,-0.0818379078600028,Outer_1,10-12
1,1,9,0.0059213037234213,Outer_1,10-12
1,1,9,-0.2776312654658124,Outer_1,10-12
1,1,9,0.109371058453795,Outer_1,10-12
1,1,9,0.0218979454879004,Outer_1,10-12
1,1,9,0.0911481996998708,Outer_1,10-12
1,1,9,0.2055981979372925,Outer_1,10-12
1,1,9,-0.0028238852561637,Outer_1,10-12
1,1,9,-0.1089370484465876,Outer_1,10-12
1,1,9,-0.0578141800560869,Outer_1,10-12
1,1,9,-0.1928435066324603,Outer_1,10-12
1,1,9,0.2076101478297602,Outer_1,10-12
1,1,9,0.0106606216044156,Outer_1,10-12
1,1,9,0.3135159127905336,Outer_1,10-12
1,1,9,-0.1851956963439294,Outer_1,10-12
1,1,9,0.2247093027429558,Outer_1,10-12
1,1,9,-0.0215107111280463,Outer_1,10-12
1,1,9,0.0563619212276234,Outer_1,10-12
1,1,9,0.0367512731487158,Outer_1,10-12
1,1,9,-0.033562996205398,Outer_1,10-12
1,1,9,0.0462974645238922,Outer_1,10-12
1,1,9,0.0450805242808316,Outer_1,10-12
1,1,9,0.0113920415567796,Outer_1,10-12
1,1,9,-0.4821811267454077,Outer_1,10-12
1,1,9,-0.0048278277816349,Outer_1,10-12
1,1,9,0.0768044137150516,Outer_1,10-12
1,1,9,-0.0331137604886997,Outer_1,10-12
1,1,9,0.0627136271414769,Outer_1,10-12
1,1,9,0.109253093928415,Outer_1,10-12
1,1,9,0.2520395558954025,Outer_1,10-12
1,1,9,0.255289928369498,Outer_1,10-12
1,1,9,-0.0518471116393586,Outer_1,10-12
1,1,9,0.8531593203672845,Outer_1,10-12
1,1,9,-0.3704960959292451,Outer_1,10-12
1,1,9,0.7972286533870112,Outer_1,10-12
1,1,9,-0.1558239392538123,Outer_1,10-12
1,1,9,0.2132354477523543,Outer_1,10-12
1,1,9,-0.1513713038371489,Outer_1,10-12
1,1,9,0.0939847653748247,Outer_1,10-12
1,1,9,-0.2010368083692482,Outer_1,10-12
1,1,9,-0.0446597590278843,Outer_1,10-12
1,1,9,0.2895288114868886,Outer_1,10-12
1,1,9,-0.1523255711491424,Outer_1,10-12
1,1,9,-0.0318372808267746,Outer_1,10-12
1,1,9,-0.0746893596593896,Outer_1,10-12
1,1,9,-0.1211865959356686,Outer_1,10-12
1,1,9,-0.0178914300159478,Outer_1,10-12
1,1,9,0.1972048307579719,Outer_1,10-12
1,1,9,-0.0047679937693563,Outer_1,10-12
1,1,9,-0.2377548938430624,Outer_1,10-12
1,1,9,0.0820055849126042,Outer_1,10-12
1,1,9,-0.1213293037204472,Outer_1,10-12
1,1,9,-0.0429340105711641,Outer_1,10-12
1,1,9,-0.011935738968642,Outer_1,10-12
1,1,9,-0.0493756626911952,Outer_1,10-12
1,1,9,-0.0788529481349282,Outer_1,10-12
1,1,9,-0.0510314469033286,Outer_1,10-12
1,1,9,0.0151417441839072,Outer_1,10-12
1,1,9,0.079900550852165,Outer_1,10-12
1,1,9,0.0346166273818959,Outer_1,10-12
1,1,9,0.1877465711231591,Outer_1,10-12
1,1,9,0.0165263609500438,Outer_1,10-12
1,1,9,0.1371651184207269,Outer_1,10-12
