2.000000000000000000e+01	2.210972246931151297e-01	2.158705829938706577e-01	2.142299101203210820e-01	2.026149649437320732e-01	2.143115826335004193e-01	2.319215221612481725e-01	2.296158369788506848e-01	2.018684131697830453e-01	2.158660783660783511e-01	2.227636228039129029e-01	2.111420732996075467e-01	2.210972246931151297e-01	2.281749072844963255e-01	2.031512437334355159e-01	2.249966928049120241e-01	2.105604061083513057e-01	1.999822285781189812e-01	2.166294322116240068e-01	2.179533176108518766e-01	2.026149649437320732e-01	2.201739280506403995e-01	2.138923291320551645e-01	2.138923291320551645e-01	2.191031000962507802e-01	2.143115826335004193e-01	2.026149649437320732e-01	2.226618700933769290e-01	2.144149039696984782e-01	2.171558464366683538e-01	2.174335938034568372e-01	2.179533176108518766e-01	2.210972246931151297e-01	2.259052591244372077e-01	2.319215221612481725e-01	2.191031000962507802e-01	2.105604061083513057e-01	2.245646096673493963e-01	2.210972246931151297e-01	2.031512437334355159e-01	2.118061732787760443e-01	2.296158369788506848e-01	2.147660938756829341e-01	2.026149649437320732e-01	2.167461533899889825e-01	2.209772343333987199e-01	2.106799973238329404e-01	2.147660938756829341e-01	2.226618700933769290e-01	2.162378717173237819e-01	2.249656165752055847e-01
4.000000000000000000e+01	2.130680962872743556e-01	2.123500548158082368e-01	2.163005943827861488e-01	2.092495404139239901e-01	2.137637476678572734e-01	2.366665678309513854e-01	2.048646368851848310e-01	2.161732103512925274e-01	2.199135339546298418e-01	2.221492548547342738e-01	2.256922111374166096e-01	2.139301528000158159e-01	2.167047676112945909e-01	2.011679340446463626e-01	2.302365062639034898e-01	2.129407882832540511e-01	1.972002882961787218e-01	1.959776524845018020e-01	2.132917881205552424e-01	1.983737533395067698e-01	2.189506269985721787e-01	2.139427163399766074e-01	2.275374169209785913e-01	1.957884961309618865e-01	2.094661806990574249e-01	2.104368424573903884e-01	2.272678235007002112e-01	2.234092771764004393e-01	2.392611574118423123e-01	2.221705995678598666e-01	2.056134124627275461e-01	2.257104007104007160e-01	2.359313441505221931e-01	2.171056873111667784e-01	2.117229422023942098e-01	2.261113125839153137e-01	2.257885949666771641e-01	2.129793722259475663e-01	2.052071026386095010e-01	2.018301333369826311e-01	2.170885431159403911e-01	2.111332351058378409e-01	2.246982089447842335e-01	2.161011743203524182e-01	2.246571921229455482e-01	2.087969868791786365e-01	2.145772226251678183e-01	2.296733897761294996e-01	2.211047704198388919e-01	2.228239606664263739e-01
6.000000000000000000e+01	2.192569226815802019e-01	2.146467117357528098e-01	2.374958755095741836e-01	1.975796653878845732e-01	2.222743770688976328e-01	2.258998041532288281e-01	2.109180773564335309e-01	2.102764054818849204e-01	2.027838599756407734e-01	2.281992550828166877e-01	2.245020200499652785e-01	2.342360835511520523e-01	2.176987776302844735e-01	1.998659255508570542e-01	2.291147779161477882e-01	1.972788246760849573e-01	2.009100108415176889e-01	2.153537862441972095e-01	2.080896652814461234e-01	1.961655923984691186e-01	2.184839133469270445e-01	2.273296338364831637e-01	2.269063888926902972e-01	1.868631558700051820e-01	2.100795703535429659e-01	1.939945898850008454e-01	2.335387215524201421e-01	2.467184831910859411e-01	2.351995417063909855e-01	2.312464172053213529e-01	2.227918200520939973e-01	2.420292606936442215e-01	2.300932324904927939e-01	2.226602545095695829e-01	2.167060488978297395e-01	2.276671958178807520e-01	2.231577782947646027e-01	2.332061963911279123e-01	2.084544831120173358e-01	2.093164445904171778e-01	2.316162908628662254e-01	1.925235723180928615e-01	2.083943073669101143e-01	2.121340987779344045e-01	2.246747544692749843e-01	2.201696324983995756e-01	2.199087062100760215e-01	2.233354500276337473e-01	2.384664992541704887e-01	2.241470287703164477e-01
8.000000000000000000e+01	2.320126981085885165e-01	2.145337729241838798e-01	2.328729869825759968e-01	1.950936240319801895e-01	2.251160179242370774e-01	2.280796258535984777e-01	2.211370820959862038e-01	2.141593946388467007e-01	2.147243547928479324e-01	2.308575746931910977e-01	2.279635128950197598e-01	2.324354298669367158e-01	2.057834288998672545e-01	2.029906166892468389e-01	2.251673744824430057e-01	2.156680077912954685e-01	1.990177630588589597e-01	2.066603487836364828e-01	2.105604821358246226e-01	2.056921008975803322e-01	2.267032814978020561e-01	2.217250595675253066e-01	2.216208259016477777e-01	1.781657079602285143e-01	2.219995377529624114e-01	1.809544717078963860e-01	2.442744850279096880e-01	2.277397260273972546e-01	2.365390887651161178e-01	2.115796684289835139e-01	2.134431017992662050e-01	2.417579566552169046e-01	2.187861985807190990e-01	2.103737888488089736e-01	2.063963813963814176e-01	2.121253936322429479e-01	2.334369587794245526e-01	2.070214412680166094e-01	2.102150893246783614e-01	2.221230253764500395e-01	2.227850155932347698e-01	2.057208772962197674e-01	2.026834276834277027e-01	2.088522968659954904e-01	2.107778826956908935e-01	2.283398108740574417e-01	2.218677821417547325e-01	2.163026471245649285e-01	2.236145893680140384e-01	2.159409844341351192e-01
1.000000000000000000e+02	2.440692488637694058e-01	2.187966143445595202e-01	2.212304438331835210e-01	2.062161202572161400e-01	2.221164299931422947e-01	2.131132946201439449e-01	2.076092286708725032e-01	2.264093782929399168e-01	2.100130843281528270e-01	2.248938466404220293e-01	2.199063873721408269e-01	2.133181886606544397e-01	1.891924285759902236e-01	1.937812567949554199e-01	2.328858356255616713e-01	2.240623911856788608e-01	1.958522831810503018e-01	2.135516880379894067e-01	2.162019107224586734e-01	2.084795721782023437e-01	2.320765231724135624e-01	2.279906737098517933e-01	2.239150309355789070e-01	2.102002829742555812e-01	2.024546230025681959e-01	1.834442194031234985e-01	2.055795042096412173e-01	2.364844440186905927e-01	2.218216334654690702e-01	2.162981615036409511e-01	2.347695683312121806e-01	2.422177137930562607e-01	2.160066341573190773e-01	2.091122538040346424e-01	2.020013941649719258e-01	2.041946637837049050e-01	2.388954652653283162e-01	2.267455527729500264e-01	2.216571480270110583e-01	2.260666654502270778e-01	2.221489887585778034e-01	1.893563438083985806e-01	2.266422694504886259e-01	2.140639611530022468e-01	2.169900875380327276e-01	2.424402081936328501e-01	2.189796885002364135e-01	1.990999677643513210e-01	2.192468300345013221e-01	2.156524601730081536e-01
1.200000000000000000e+02	2.451065677093074435e-01	2.244388032059264626e-01	2.250555112360108356e-01	2.259615004478017775e-01	2.346770048824843302e-01	2.354998882396142357e-01	2.124627655449573271e-01	2.148488497803566211e-01	2.202254176569244937e-01	2.312958160560900089e-01	2.186950416402471120e-01	2.164938562198836236e-01	1.930496824332440797e-01	1.811191472150376069e-01	2.342957080970779482e-01	1.970913409269573757e-01	2.010997183942389577e-01	2.241593262141207132e-01	2.443541808267835624e-01	2.233994696323463314e-01	2.460617958905630120e-01	2.163934619414071281e-01	2.263687796222043080e-01	2.010638714405837413e-01	2.078672469083427954e-01	2.200072758291936326e-01	2.200800341211299749e-01	2.633477633477633861e-01	2.512453680261899636e-01	2.280199632939359233e-01	2.538004043141029453e-01	2.553662851608056727e-01	2.199480884412391424e-01	1.977475720626405697e-01	2.048633824318755736e-01	2.214412870234788444e-01	2.632692649815936980e-01	2.152584477926943463e-01	2.331110290014399566e-01	2.080630556657953878e-01	2.126860772408717681e-01	1.952148498381374997e-01	2.235657227095583233e-01	2.154189988094097341e-01	2.366586609737294511e-01	2.316777590750193905e-01	2.296101349183541085e-01	2.050922061196033819e-01	2.358010520681753375e-01	2.159814802441716308e-01
1.400000000000000000e+02	2.428660950921225081e-01	2.425584689283319106e-01	2.213739837027508262e-01	2.256371102261513495e-01	2.323971310272680557e-01	2.257185356500425177e-01	2.144597411720699232e-01	2.326518230627819817e-01	2.290154670291656702e-01	2.349525664594157570e-01	2.160673801084760093e-01	2.137535980001733504e-01	2.042176620943744192e-01	1.842431541061677891e-01	2.242339661860209554e-01	2.140807822314671482e-01	2.217024794079588412e-01	2.435507034822103345e-01	2.418920881249648214e-01	2.138174800846033563e-01	2.194408141325949746e-01	2.100217134463709667e-01	2.277272575217781092e-01	2.025893056714974383e-01	2.210464953615638439e-01	2.025384052781313005e-01	2.313065929504285745e-01	2.722513407444914768e-01	2.289366645531029087e-01	2.353642552272689203e-01	2.478862383475598508e-01	2.445101892019700129e-01	2.052496590167822987e-01	1.988466632302248738e-01	2.044185546300775480e-01	2.372963033921938469e-01	2.695175068462740131e-01	2.035581997910764773e-01	2.337466186781255173e-01	2.016953556337117981e-01	2.342806356504986698e-01	2.107975167906674663e-01	2.094140638661186882e-01	2.128019241032939601e-01	2.217484190086929652e-01	2.324631228740817734e-01	2.173467648387068241e-01	1.886960452028945412e-01	2.194698756342591817e-01	2.413739150544146894e-01
1.600000000000000000e+02	2.411671091465611982e-01	2.447455322455322768e-01	2.340508806262230901e-01	2.228442409949259184e-01	2.392537637400651007e-01	2.404374164648137302e-01	2.129218194286687516e-01	2.057985773739198221e-01	2.448062972035574825e-01	2.293314942287545122e-01	2.102493397013945053e-01	2.297810636851732868e-01	2.146312021312021256e-01	1.838831260064136830e-01	2.252816627816627559e-01	2.260960500686528263e-01	2.219880005838909820e-01	2.308386438523424566e-01	2.497325733627103472e-01	2.048101822074424871e-01	2.241356626630599536e-01	2.085479588904246562e-01	2.287700883591294865e-01	1.932735833420765048e-01	2.135921346537784926e-01	2.197241875324067450e-01	2.544186977406154848e-01	2.581715088564404126e-01	2.305990052565395354e-01	2.174639287652986308e-01	2.381469747908104284e-01	2.475833527203390450e-01	2.269243313763861514e-01	1.983995646666879553e-01	2.033148168422140856e-01	2.522436467641946956e-01	2.707502733187664434e-01	2.047158701268290137e-01	2.455346023839174441e-01	2.177658908823292272e-01	2.288711366974864325e-01	2.182543629259987017e-01	2.188011379792201838e-01	2.154781671904959783e-01	2.323223770141578104e-01	2.474273063314159082e-01	2.198621103133593102e-01	2.020051865942276981e-01	2.308602356547561907e-01	2.261051353517107010e-01
1.800000000000000000e+02	2.419848226355075516e-01	2.524343426740686680e-01	2.109614890436808110e-01	2.232647109359437998e-01	2.157639164488479866e-01	2.458290948016975119e-01	2.076498463484764689e-01	2.014190147751791504e-01	2.458591636673828351e-01	2.430926189487832845e-01	2.131356466972905428e-01	2.121714472741870194e-01	2.172413046707969975e-01	1.811780685068356267e-01	2.218381940380328710e-01	2.203545693271720396e-01	2.362417810947222974e-01	2.408446196117429161e-01	2.486924224937923367e-01	1.843385305714072830e-01	2.274081131957844115e-01	2.262557837900304181e-01	2.383707996721695366e-01	1.931143818130119372e-01	2.293927723722244405e-01	2.322919090042377399e-01	2.473806634765538803e-01	2.532018210100401290e-01	2.292833118175583995e-01	2.403150122328204241e-01	2.349588007122253297e-01	2.400622018772703703e-01	2.473056623741555216e-01	1.980824350687364344e-01	2.147911449281312279e-01	2.522563813659703946e-01	2.809828299554327224e-01	2.273667352434475541e-01	2.512110416220005860e-01	2.217832395914587640e-01	2.386771903895191504e-01	2.102268355693013291e-01	2.234017504565449785e-01	2.236763236763236740e-01	2.409726878904960845e-01	2.496239770615274467e-01	2.562266880760031285e-01	2.151398829481021291e-01	2.483187094488464308e-01	2.249776859365900383e-01
2.000000000000000000e+02	2.237279843444226757e-01	2.604254193295288955e-01	2.150390705185225571e-01	2.428603360110209719e-01	2.395802067034943916e-01	2.603777501037775055e-01	2.174072502839626275e-01	2.068228955215256626e-01	2.500235685167191968e-01	2.408818920805222141e-01	2.293579707963269709e-01	2.192720141350278096e-01	2.176042374672511603e-01	1.854560964150005209e-01	2.248178761877392129e-01	2.310195132112940197e-01	2.433962626146349006e-01	2.446780388561210495e-01	2.589578990263921576e-01	2.119949304880811847e-01	2.312209670086382285e-01	2.117114240401911651e-01	2.369730345757743439e-01	2.011344439426631381e-01	2.115145017038651265e-01	2.290325732106554268e-01	2.513755650741952286e-01	2.533152349933171510e-01	2.359416078594160915e-01	2.354858231570560179e-01	2.476745096608109764e-01	2.473622648280182634e-01	2.388352324996160791e-01	2.074825859072434442e-01	2.061872678311034435e-01	2.476521195699277755e-01	2.686161251229744473e-01	2.412940370132150569e-01	2.485919711947108812e-01	2.233668918600425490e-01	2.041229698763945555e-01	2.154840783265440929e-01	2.323169980704227200e-01	2.248838680345529584e-01	2.409784849853343069e-01	2.443980296720022760e-01	2.600539289701255807e-01	2.250368733245445840e-01	2.370671755945728820e-01	2.219674161454983363e-01
