1.045947523385919986e+01	1.656913151593345646e+01	1.000000000000000000e+00	5.787935800980167578e+00	1.000000000000000000e+00	1.000000000000000000e+00
9.944537175846052790e+00	7.662011140464233705e+00	1.000000000000000000e+00	4.983312980575455242e+00	1.000000000000000000e+00	1.000000000000000000e+00
2.629937880110890802e+01	1.080150318331374315e+01	1.000000000000000000e+00	3.988704858698882916e+00	1.000000000000000000e+00	1.000000000000000000e+00
2.211104235473756319e+01	2.137628839948500925e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.416501319164568962e+01	1.979654184669387007e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.204244662612200756e+01	1.935942583744531831e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.162718236069700950e+01	1.818924138939493318e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
7.457516153268393566e+00	1.846384485060268688e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
7.151965138007756906e+00	2.566926115599741465e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.425491707687898568e+01	1.765704182080248330e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.342493116962151944e+01	2.167624062558478570e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.584610950628563941e+01	1.886823273783977584e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.787799188526656025e+01	1.591687037676463135e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
9.641945040950034240e+00	1.837982889352313265e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.840164709372569973e+01	2.567678647286950877e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
7.818166590380023706e+00	2.193701829521345559e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
3.475341535004494276e+00	1.831199340167302125e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.354482441196394404e+01	2.510968544510829759e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.883318142787466698e+01	2.170214949459068876e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.865683365257814330e+01	1.728163692601325607e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
4.732458416134564416e+00	2.018790735482106413e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.161189394165547917e+01	2.250451663214168363e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
8.483111288687606333e+00	1.675628310035815716e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
3.877438301382243324e+00	1.636469560651076804e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
9.633427733836192886e+00	2.276215859957679655e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.683078972371604465e+01	2.060170066144991097e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
8.631202934810630722e+00	2.008251413078324532e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
3.575540798006562326e+00	1.423638627468169560e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.178948380566321674e+01	1.476433424839671638e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.612752096163649185e+01	2.637250312176259825e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.697488306458675211e+01	1.834902506245671105e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
3.765634938941062160e+00	2.189548507730000892e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.031330116417478138e+01	1.611203721237540165e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
5.462965964430839705e+00	1.836647392888120933e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.482654297649377284e+01	2.327218910853364520e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.022377324319920078e+01	2.650093980137951633e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.401134611191341151e+01	1.963831222025222800e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.539113569145820470e+01	2.135789653463310245e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.408814795012796850e+01	2.162973560140053308e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.610095968980250092e+01	1.689394191493483532e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.773104785968712704e+01	2.756212224228183771e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.440619348747689976e+01	1.612244455331808268e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.320459482036439525e+01	1.452710687800957245e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
7.338933275332030881e+00	1.491374354723609130e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
8.934719737889643909e+00	2.657681219317022325e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
6.503427460414041406e+00	1.670587336510394394e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
5.372347355487576692e+00	1.507656339764250397e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.220599884613201525e+01	2.009453552829709722e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.243461931628696959e+01	1.636672942794925589e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.036093623483879611e+01	2.042594212855106406e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.041012134019178959e+01	2.092675621662677088e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.288575642875246530e+01	2.322393930637745996e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.751198320086766458e+00	1.501356636628142383e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.874440200951650226e+01	1.926846496795185715e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
6.683464835878496046e+00	2.030034308823223199e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.719673178801637903e+01	2.051805835620750784e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.671638282601054470e+01	2.447301475633871704e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
8.823315880759826868e+00	2.458193112211104392e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.701267237832820456e+01	2.250701845491732911e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.774787504855590115e+00	2.016455934983997622e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.862294391341002253e+01	2.369006367090633347e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
6.881711345182358386e+00	2.369892311495878445e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.089453705270848971e+01	2.305164845226864401e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
9.301969314886731510e+00	1.494310118041586932e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.995714989391288441e+00	1.698231380106981447e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.154756997108315986e+01	2.500178349789123899e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.768472455245438724e+01	1.809242886760470981e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.543372630599442807e+01	2.823572705892053136e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.042616330228523935e+01	1.819299314943009449e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.084826722461803783e+01	2.435017610557872914e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.448523523155389547e+01	2.524201335058118900e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.593041603638852166e+01	2.238557852912670754e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
2.224349876603519860e+01	1.737255247608355546e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
5.749434982387299442e+00	2.206070900604457563e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.501733197098030459e+01	1.800643313056252737e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
1.295359615743160830e+01	2.397013201655786929e+01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	-1.000000000000000000e+00
