# time x y
0.000000000000000000e+00	1.342493116962151944e+01	2.167624062558478570e+01
1.000000000000000000e+03	1.315928439574347841e+01	2.414880116689834821e+01
2.000000000000000000e+03	1.639216181802051153e+01	2.429551834652469466e+01
3.000000000000000000e+03	1.808937323325633173e+01	2.376195848023456136e+01
4.000000000000000000e+03	2.025870203089166921e+01	2.257456537739250280e+01
5.000000000000000000e+03	1.982401565436300928e+01	2.280830368235049121e+01
6.000000000000000000e+03	2.090874894318945465e+01	2.186184089053573132e+01
7.000000000000000000e+03	2.170141306089045941e+01	2.165102389559302765e+01
8.000000000000000000e+03	2.248760604415631192e+01	2.048164749731429879e+01
9.000000000000000000e+03	2.302287760070990430e+01	1.970304712161657079e+01
1.000000000000000000e+04	2.321540403092080496e+01	1.956787240901716984e+01
1.100000000000000000e+04	2.380921759892904888e+01	1.737258119690762115e+01
1.200000000000000000e+04	2.420146883730300758e+01	1.527185332990420363e+01
1.300000000000000000e+04	2.419233431173919868e+01	1.518191746117474317e+01
1.400000000000000000e+04	2.413498703397630862e+01	1.340753985022147177e+01
1.500000000000000000e+04	2.387675113649310532e+01	1.288144205354137206e+01
1.600000000000000000e+04	2.416698806395140053e+01	1.386758740335402429e+01
1.700000000000000000e+04	2.353292386056477881e+01	1.169118447248576409e+01
1.800000000000000000e+04	2.382738871860680874e+01	1.195461395570423413e+01
1.900000000000000000e+04	2.387485320220001128e+01	1.247670630968373828e+01
2.000000000000000000e+04	2.252125907565427454e+01	9.626199629186876550e+00
2.100000000000000000e+04	2.305949302938480372e+01	1.049762605024040063e+01
2.200000000000000000e+04	2.286479502889685023e+01	1.020452300713376736e+01
2.300000000000000000e+04	2.228395415596891738e+01	9.420854470455138241e+00
2.400000000000000000e+04	2.199431165612496031e+01	8.947503752941582178e+00
2.500000000000000000e+04	2.187766656278247979e+01	8.646945118675718689e+00
2.600000000000000000e+04	2.093380323593035897e+01	7.749922794514207069e+00
2.700000000000000000e+04	2.012973797749473448e+01	7.372252761315284175e+00
