# time x y
0.000000000000000000e+00	7.151965138007756906e+00	2.566926115599741465e+01
1.000000000000000000e+03	8.351468223012670222e+00	2.625630610595489145e+01
2.000000000000000000e+03	8.621989987352213447e+00	2.660572716950064631e+01
3.000000000000000000e+03	8.589170512524670897e+00	2.663575615523268780e+01
4.000000000000000000e+03	8.495868108930006102e+00	2.642890878048147485e+01
5.000000000000000000e+03	8.508237554232836786e+00	2.642265279768108854e+01
6.000000000000000000e+03	9.025340642300436755e+00	2.664487802846412023e+01
7.000000000000000000e+03	8.816907533953600051e+00	2.663399749850001896e+01
8.000000000000000000e+03	8.591825074222716907e+00	2.658511217066198995e+01
9.000000000000000000e+03	8.124027730488595722e+00	2.604508945972822076e+01
1.000000000000000000e+04	6.786866711643386729e+00	2.520578283879347126e+01
1.100000000000000000e+04	5.715356659688778151e+00	2.429591264192713140e+01
1.200000000000000000e+04	3.875234483839977706e+00	2.192002438698898814e+01
1.300000000000000000e+04	2.278709600016104453e+00	1.782360118788542991e+01
1.400000000000000000e+04	2.127932477866782968e+00	1.716926989144840476e+01
1.500000000000000000e+04	2.297902363356811861e+00	1.197185939900013274e+01
1.600000000000000000e+04	1.091082570863071943e+01	2.614416402674824003e+00
1.700000000000000000e+04	1.126266275453948396e+01	8.288339351555068291e+00
1.800000000000000000e+04	1.102450417634135960e+01	5.272685133530578661e+00
1.900000000000000000e+04	1.729031751642239811e+01	4.222008517482510825e+00
2.000000000000000000e+04	1.479787643873304326e+01	3.973159119646843873e+00
2.100000000000000000e+04	1.366357270835111137e+01	4.014951553619270364e+00
2.200000000000000000e+04	7.993393428554566249e+00	8.416970591682844116e+00
2.300000000000000000e+04	1.040461848187447558e+01	9.937147081890799427e+00
2.400000000000000000e+04	5.748597927050223433e+00	1.363626240247553412e+01
2.500000000000000000e+04	7.825633853383615168e+00	7.226436090204701124e+00
2.600000000000000000e+04	8.122497625651265096e+00	3.963886688316522466e+00
2.700000000000000000e+04	5.504501216682847087e+00	6.088510388905141291e+00
2.800000000000000000e+04	6.741123001435298079e+00	4.942330854262247719e+00
2.900000000000000000e+04	4.600524062910086087e+00	6.801601863076594867e+00
3.000000000000000000e+04	1.006848950097780460e+01	2.831865059203492407e+00
3.100000000000000000e+04	1.465931704350912312e+01	5.065818206492257225e+00
