time	x	y
0.0	14.4062	16.1224
1000.0	14.6263	16.6758
2000.0	17.9157	14.8443
3000.0	22.6115	13.6841
4000.0	22.43	14.0869
5000.0	20.1453	11.7448
6000.0	16.2041	9.20876
7000.0	19.7029	12.6555
8000.0	20.401	10.1816
9000.0	21.0981	14.0385
10000.0	19.1136	8.95531
11000.0	13.701	7.95323
12000.0	12.8286	8.1822
13000.0	13.8363	11.5861
14000.0	11.8562	13.5904
15000.0	8.25057	18.2334
16000.0	7.57564	17.0273
17000.0	5.55887	15.0899
18000.0	3.71989	15.2836
19000.0	3.96987	13.1771
20000.0	4.39058	11.8044
21000.0	4.00782	17.5132
22000.0	7.35093	9.67427
23000.0	10.4889	6.97374
24000.0	12.0691	8.8161
25000.0	12.4323	12.7111
26000.0	12.0325	13.3131
27000.0	18.8028	16.4213
28000.0	18.4665	22.164
29000.0	18.1251	19.0801
30000.0	24.7506	20.3268
31000.0	24.9637	20.2695
32000.0	24.7757	20.8456
33000.0	22.4674	23.3609
34000.0	23.0299	22.9256
35000.0	24.2727	21.0207
36000.0	23.1081	22.6385
37000.0	23.0376	23.0723
38000.0	24.0389	21.4312
39000.0	19.5687	25.1291
40000.0	20.036	24.8267
41000.0	24.4741	20.9368
42000.0	25.5893	18.2606
43000.0	25.2116	19.561
44000.0	23.3888	22.2363
45000.0	25.7088	17.915
46000.0	26.0345	16.9847
47000.0	25.6272	18.4047
48000.0	22.175	23.507
49000.0	20.828	24.6368
50000.0	19.3023	25.4239
51000.0	18.6004	25.4525
52000.0	18.235	25.7353
53000.0	19.0383	25.3878
54000.0	12.6367	25.9304
55000.0	18.3469	25.644
56000.0	20.8417	24.5655
57000.0	17.7402	25.7131
58000.0	20.7612	24.5006
59000.0	23.2087	22.6418
60000.0	18.4661	21.3866
61000.0	19.2923	20.7385
62000.0	19.9613	22.3381
63000.0	21.077	21.961
64000.0	22.5877	19.9275
65000.0	22.3817	20.4941
66000.0	20.4629	22.5317
67000.0	11.136	20.9901
68000.0	10.8695	20.9306
69000.0	4.21682	18.6309
70000.0	8.7515	24.1031
71000.0	6.16479	21.7297
72000.0	5.22989	20.1106
73000.0	3.89021	15.1681
74000.0	4.02944	16.8615
75000.0	3.74445	14.0005
76000.0	4.35322	11.8773
77000.0	8.10604	8.76167
78000.0	7.6534	9.30242
79000.0	8.1087	8.77083
80000.0	6.1848	18.3419
81000.0	6.18571	18.1637
82000.0	6.00009	17.5732
83000.0	4.05766	12.7049
84000.0	4.28124	11.1014
85000.0	3.84465	13.0084
86000.0	4.13208	11.2117
87000.0	3.68569	14.4341
88000.0	4.27251	12.1978
89000.0	4.16391	11.8658
90000.0	4.23311	12.4966
91000.0	3.98667	13.7619
92000.0	3.74401	14.8078
93000.0	3.74978	16.0555
94000.0	4.55212	11.0289
95000.0	9.21401	10.4481
96000.0	7.39435	9.72048
97000.0	10.01	7.1962
98000.0	13.2223	5.96679
99000.0	5.81158	13.2021
100000.0	9.68281	7.22003
101000.0	10.8149	6.77022
102000.0	7.7487	16.3115
103000.0	7.8173	13.2629
104000.0	9.43748	9.93831
105000.0	13.8303	7.75282
106000.0	13.44	7.62441
107000.0	12.8038	5.98538
108000.0	12.7212	3.94315
109000.0	7.75194	6.71026
110000.0	9.14128	7.72123
111000.0	8.00464	9.19816
112000.0	6.74508	10.5166
113000.0	6.58457	10.9409
114000.0	11.8407	6.22596
115000.0	9.77104	7.42029
116000.0	6.26761	12.108
117000.0	8.70171	13.1199
118000.0	8.12607	9.09996
119000.0	7.09593	9.87141
120000.0	7.17275	9.23546
121000.0	3.94492	13.2804
122000.0	5.28126	9.57028
123000.0	5.45674	9.31175
124000.0	4.89538	10.1249
125000.0	6.52616	7.28652
126000.0	7.22017	6.44284
127000.0	9.51426	5.23161
128000.0	5.55852	8.74907
129000.0	4.80071	10.0769
130000.0	5.35335	9.43762
131000.0	5.43569	9.14985
132000.0	5.6116	9.11866
133000.0	6.37356	7.70826
134000.0	10.8823	4.71716
135000.0	10.314	4.89519
136000.0	13.2598	12.1107
137000.0	14.6319	12.2818
138000.0	11.3994	8.89364
139000.0	11.7841	8.13608
140000.0	18.4409	7.57103
141000.0	18.9404	9.06332
142000.0	21.4322	11.524
143000.0	19.8242	9.5489
144000.0	23.6346	12.0666
145000.0	17.6671	8.5224
146000.0	15.265	9.80047
147000.0	14.71	11.3195
148000.0	20.6727	7.48317
149000.0	16.7792	6.04139
150000.0	15.7095	5.76442
151000.0	11.7407	6.37706
152000.0	14.8653	5.76825
153000.0	17.4871	8.03455
154000.0	16.7107	8.76596
155000.0	19.0609	6.81718
156000.0	21.9315	9.01485
157000.0	19.0294	6.79684
158000.0	20.8114	7.93528
159000.0	20.3157	16.4262
160000.0	20.5777	14.9406
161000.0	18.4991	19.4117
162000.0	18.3199	15.7413
163000.0	24.1197	16.2561
164000.0	21.633	15.632
165000.0	18.6359	12.5787
166000.0	13.6619	12.9111
167000.0	16.8665	13.4921
168000.0	19.4952	11.7161
169000.0	19.8194	9.37679
170000.0	18.2739	8.30071
171000.0	18.6559	6.52531
172000.0	14.149	9.19989
173000.0	14.1182	10.7998
174000.0	17.078	11.8605
175000.0	15.9838	17.7969
176000.0	13.2458	15.4596
177000.0	17.7302	11.6233
178000.0	20.4643	15.1141
179000.0	21.3827	10.9838
180000.0	22.0368	8.96133
181000.0	23.3356	10.6386
182000.0	23.5753	8.04576
183000.0	23.2963	7.52131
184000.0	20.5893	5.49217
185000.0	23.1773	7.39095
186000.0	24.3258	8.80602
187000.0	25.9353	11.8608
188000.0	25.6077	11.4486
189000.0	25.5472	11.4819
190000.0	25.1088	10.1056
191000.0	23.3623	7.74478
192000.0	21.052	5.64964
193000.0	21.5247	5.97219
194000.0	22.1836	6.4383
195000.0	21.0972	8.18532
196000.0	21.9252	7.33105
197000.0	24.2259	8.8646
198000.0	23.106	6.86536
199000.0	21.5401	6.0224
200000.0	22.2998	6.58322
201000.0	20.8859	10.5137
202000.0	14.5353	11.3882
203000.0	16.4255	11.8248
204000.0	16.5684	19.8629
205000.0	20.0023	18.9807
206000.0	21.7611	17.4722
207000.0	22.0079	12.6276
208000.0	22.1886	16.4574
209000.0	20.4767	14.0906
210000.0	20.0402	17.1471
211000.0	15.4734	16.2627
212000.0	14.0122	15.7283
213000.0	12.8658	13.9655
214000.0	18.7483	8.84521
215000.0	14.4212	9.16613
216000.0	18.8478	14.8712
217000.0	22.0097	12.125
218000.0	23.948	15.6073
219000.0	24.2395	16.5715
220000.0	17.3162	24.1222
221000.0	23.1354	19.4011
222000.0	23.1268	15.7111
223000.0	23.7346	17.8395
224000.0	15.4124	13.0218
225000.0	16.3617	9.26125
226000.0	17.6385	8.24787
227000.0	17.2501	7.96187
228000.0	19.9589	9.27438
229000.0	21.0089	10.7252
230000.0	19.6868	10.2855
231000.0	19.2925	6.7518
232000.0	22.3626	9.4283
233000.0	22.0166	6.40912
234000.0	24.3732	13.3505
235000.0	24.5044	14.0292
