x	y	r	theta	part
18.785285049975602	21.702937450330385	1.0	0.0	1.0
12.66557870024648	5.558713197073371	1.0	4.71238898038469	1.0
12.563192821868189	22.47174033448654	1.0	1.5707963267948966	1.0
16.501956267603425	18.543399661173634	1.0	0.0	-1.0
7.428363899408996	20.49559036456157	1.0	0.0	-1.0
21.694677557485033	8.560679894809043	1.0	0.0	-1.0
8.377678902506103	11.904250383176747	1.0	0.0	-1.0
9.423988193000827	20.33846195455122	1.0	0.0	-1.0
10.559330348456902	27.34896446663768	1.0	0.0	-1.0
26.288071951569236	13.58203828309715	1.0	0.0	-1.0
6.653612955759302	18.655298067968626	1.0	0.0	-1.0
25.790420916324592	17.46070257209569	1.0	0.0	-1.0
28.063501812711266	14.50383821077247	1.0	0.0	-1.0
21.859428515045536	17.023866319646423	1.0	0.0	-1.0
20.28687389983114	27.11521853924814	1.0	0.0	-1.0
12.6825220435374	18.42316564252145	1.0	0.0	-1.0
3.4700985341233963	21.036912843331002	1.0	0.0	-1.0
26.034389460308404	21.994048760990417	1.0	0.0	-1.0
12.166497903057847	25.84496504730694	1.0	0.0	-1.0
23.239595719071993	19.398174118711655	1.0	0.0	-1.0
4.146850377529474	16.940794215618975	1.0	0.0	-1.0
5.438695718271748	20.690943710716493	1.0	0.0	-1.0
16.82043441866149	7.916644508637368	1.0	0.0	-1.0
2.703297702626351	19.23560137949212	1.0	0.0	-1.0
15.605359186465513	20.467603858296172	1.0	0.0	-1.0
27.55602795944659	18.391058691854667	1.0	0.0	-1.0
19.22887113366851	16.466743188054693	1.0	0.0	-1.0
7.753635605973973	13.803564892912203	1.0	0.0	-1.0
24.245760114414015	15.631084688852232	1.0	0.0	-1.0
25.204879917962028	19.343285857135687	1.0	0.0	-1.0
20.811039680335362	22.459876770656816	1.0	0.0	-1.0
7.095812878578321	25.57953545822869	1.0	0.0	-1.0
20.346536891913594	14.813160130180162	1.0	0.0	-1.0
4.4708869966557465	22.717047717229686	1.0	0.0	-1.0
8.544966611277944	24.211201367292766	1.0	0.0	-1.0
22.00248085161588	26.169703380605817	1.0	0.0	-1.0
19.18795998164323	23.589486400164564	1.0	0.0	-1.0
18.191249427148016	25.605136170400563	1.0	0.0	-1.0
24.927445118120612	23.60966746178996	1.0	0.0	-1.0
26.225694392378976	15.539171791181744	1.0	0.0	-1.0
18.379446857092375	27.59531358523412	1.0	0.0	-1.0
15.30147499127815	23.9953039930774	1.0	0.0	-1.0
17.878716193398088	13.09175808973078	1.0	0.0	-1.0
14.611422478048894	17.899281488219597	1.0	0.0	-1.0
12.492104618816333	27.803836805230677	1.0	0.0	-1.0
9.79128725679148	10.491947247143822	1.0	0.0	-1.0
9.429106343251613	14.911423467754902	1.0	0.0	-1.0
8.428550410123048	22.22163758468428	1.0	0.0	-1.0
10.0695686788319	13.016744604014926	1.0	0.0	-1.0
19.389146885287364	18.455005767834336	1.0	0.0	-1.0
11.395755295080294	24.000489366268454	1.0	0.0	-1.0
21.82418621372921	24.175862822115434	1.0	0.0	-1.0
1.9364007814207482	15.402010712780006	1.0	0.0	-1.0
25.814709869990963	11.666255612368246	1.0	0.0	-1.0
10.420809970250158	22.263316853209783	1.0	0.0	-1.0
23.794073838590364	17.528406142517376	1.0	0.0	-1.0
20.177625834786898	25.22317331301799	1.0	0.0	-1.0
6.44530801993624	22.40737247969602	1.0	0.0	-1.0
14.228541161865111	26.037549605490998	1.0	0.0	-1.0
5.6848784137578345	24.246420944268394	1.0	0.0	-1.0
24.309082759135908	13.677738664511418	1.0	0.0	-1.0
8.67819219365181	26.688535659373798	1.0	0.0	-1.0
24.265424556631697	21.096084434350313	1.0	0.0	-1.0
11.422133734508117	14.627508305459912	1.0	0.0	-1.0
2.189849645639098	17.34513297087313	1.0	0.0	-1.0
23.60027217573776	25.047323110495885	1.0	0.0	-1.0
27.966316960197375	16.469968555045405	1.0	0.0	-1.0
16.436221904389996	27.927412149761402	1.0	0.0	-1.0
13.35904286602201	24.2621609617107	1.0	0.0	-1.0
10.124746293246377	25.423260298352826	1.0	0.0	-1.0
14.462294156761281	28.006684503822818	1.0	0.0	-1.0
26.94313014275446	20.25789976715806	1.0	0.0	-1.0
20.20385916014997	9.888397591231453	1.0	0.0	-1.0
15.358850324002661	3.7991140797143674	1.0	0.0	-1.0
20.275933590193574	20.51663802626932	1.0	0.0	-1.0
16.221465923275936	25.939606836387043	1.0	0.0	-1.0
5.17024987973769	6.454832196496596	1.0	0.0	-1.0
7.229160729982625	10.214948211261039	1.0	0.0	-1.0
18.69123569016493	8.598749763717715	1.0	0.0	-1.0
27.518137367274925	10.650543903078335	1.0	0.0	-1.0
2.230312140713094	11.505243570980703	1.0	0.0	-1.0
17.78303354673056	15.088072729880142	1.0	0.0	-1.0
14.84513998569413	7.629154028785528	1.0	0.0	-1.0
20.134256128936123	12.8285158557548	1.0	0.0	-1.0
17.25134737804153	23.84045423560567	1.0	0.0	-1.0
21.509941909976916	11.380413771920242	1.0	0.0	-1.0
19.212208566943886	4.679401520500163	1.0	0.0	-1.0
11.027435432866973	6.696986740038604	1.0	0.0	-1.0
6.582061068295055	5.0874563886450455	1.0	0.0	-1.0
22.176956460075946	21.033721485857104	1.0	0.0	-1.0
15.353889643197721	9.562168461046433	1.0	0.0	-1.0
20.206256965471532	7.2977032388061325	1.0	0.0	-1.0
13.636307803250467	1.7998367354997757	1.0	0.0	-1.0
12.049753006907173	12.72857531464834	1.0	0.0	-1.0
15.932396689655567	13.550769346937331	1.0	0.0	-1.0
6.638195123556218	7.80846015970088	1.0	0.0	-1.0
19.350999273024	2.694433981321631	1.0	0.0	-1.0
15.568336694038335	1.821483296270238	1.0	0.0	-1.0
6.302607503815309	16.687885609365843	1.0	0.0	-1.0
11.77463998496753	10.747634708807803	1.0	0.0	-1.0
13.612323288714892	20.300846818632646	1.0	0.0	-1.0
13.72236516694765	15.372290920584483	1.0	0.0	-1.0
17.3187370320658	4.104398770054669	1.0	0.0	-1.0
2.9680228658971073	9.69227007645895	1.0	0.0	-1.0
17.29647223450302	10.031472725855963	1.0	0.0	-1.0
21.332676100936112	18.899453213785122	1.0	0.0	-1.0
22.52518920653261	6.7544509187909805	1.0	0.0	-1.0
22.972745339578818	10.029980936607995	1.0	0.0	-1.0
11.731151140002398	2.258515941553116	1.0	0.0	-1.0
22.385601496580154	13.152188528359284	1.0	0.0	-1.0
3.959697954319763	8.00062690026317	1.0	0.0	-1.0
8.062187116984015	6.4288451299168425	1.0	0.0	-1.0
6.217890357468114	11.940336848725766	1.0	0.0	-1.0
9.865299989939313	2.9281763610595806	1.0	0.0	-1.0
18.817012768350406	11.327106072490782	1.0	0.0	-1.0
4.665133077088465	18.8591046226753	1.0	0.0	-1.0
26.678413926076605	8.904753876026696	1.0	0.0	-1.0
21.014617880993576	5.486206470842038	1.0	0.0	-1.0
1.9459237603539115	13.442607037047171	1.0	0.0	-1.0
17.98799094224238	19.875278509284236	1.0	0.0	-1.0
17.48610554681221	2.1242228757997443	1.0	0.0	-1.0
16.546207989240035	5.93852857496535	1.0	0.0	-1.0
22.783549667059294	4.572501720526689	1.0	0.0	-1.0
13.372314677792893	3.7376827427754433	1.0	0.0	-1.0
14.614709068075252	5.645493265357344	1.0	0.0	-1.0
24.95234060877573	9.883301643194466	1.0	0.0	-1.0
12.081232934159177	16.51574272866831	1.0	0.0	-1.0
9.654328317059873	5.247764693656974	1.0	0.0	-1.0
23.16044656416242	22.73910531385708	1.0	0.0	-1.0
4.405553031434177	11.075259520224742	1.0	0.0	-1.0
5.686302313104118	13.868349147096776	1.0	0.0	-1.0
24.284367992040902	5.836023115768644	1.0	0.0	-1.0
5.415124556557022	9.368894317209032	1.0	0.0	-1.0
3.887497264980335	14.972095442756736	1.0	0.0	-1.0
8.165393645738641	3.920616606251539	1.0	0.0	-1.0
23.83163756061474	11.780897752072033	1.0	0.0	-1.0
25.585874588419948	7.293316405749425	1.0	0.0	-1.0
8.579692206704378	18.117606873330402	1.0	0.0	-1.0
27.958006252524235	12.53952547070049	1.0	0.0	-1.0
15.961837814456905	11.542453153759295	1.0	0.0	-1.0
23.837063101466313	8.23852536728185	1.0	0.0	-1.0
14.522684771936131	22.15722595044242	1.0	0.0	-1.0
