20.8917	5.14401	5.46548	1815	1
14.4801	22.5328	3.11251	1193	1
18.1719	8.23046	5.50416	4993	1
10.6629	18.2546	0	2000	-1
10.1085	9.37887	0	2000	-1
19.747	22.8972	0	2000	-1
14.4247	17.9506	0	2000	-1
10.9718	21.1088	0	2000	-1
3.57437	21.4948	0	2000	-1
24.6253	13.3574	0	2000	-1
18.8206	25.6052	0	2000	-1
27.4926	18.7549	0	2000	-1
28.0163	14.9826	0	2000	-1
22.1034	8.88772	0	2000	-1
14.5674	28.0186	0	2000	-1
8.82748	24.4058	0	2000	-1
4.23011	18.1635	0	2000	-1
23.5347	25.1385	0	2000	-1
13.1022	14.4367	0	2000	-1
16.157	16.9532	0	2000	-1
4.9134	20.0242	0	2000	-1
22.7191	20.288	0	2000	-1
7.96401	16.5399	0	2000	-1
3.99824	16.1936	0	2000	-1
7.26343	23.1922	0	2000	-1
26.8436	20.549	0	2000	-1
10.168	22.9325	0	2000	-1
3.99219	14.2091	0	2000	-1
24.8763	9.75527	0	2000	-1
12.2127	19.5187	0	2000	-1
17.715	21.8634	0	2000	-1
2.27082	17.8763	0	2000	-1
11.1202	14.7041	0	2000	-1
13.8199	24.3928	0	2000	-1
18.6589	20.1029	0	2000	-1
18.387	27.6011	0	2000	-1
24.835	20.5873	0	2000	-1
22.2556	23.6116	0	2000	-1
25.4976	18.7086	0	2000	-1
23.9176	16.508	0	2000	-1
12.6535	27.8246	0	2000	-1
22.5564	6.59358	0	2000	-1
19.8918	12.4957	0	2000	-1
8.59266	21.7089	0	2000	-1
7.32293	25.7059	0	2000	-1
7.24605	20.2346	0	2000	-1
6.18524	18.4919	0	2000	-1
12.4356	16.9068	0	2000	-1
20.5952	24.7077	0	2000	-1
23.6483	22.1875	0	2000	-1
5.96982	13.9973	0	2000	-1
24.8546	23.782	0	2000	-1
2.27916	12.1335	0	2000	-1
23.1463	14.6742	0	2000	-1
12.8966	10.0498	0	2000	-1
16.8692	25.9724	0	2000	-1
17.8571	23.8559	0	2000	-1
4.55635	23.1372	0	2000	-1
16.4912	27.9341	0	2000	-1
2.01871	15.9667	0	2000	-1
21.4183	21.8021	0	2000	-1
2.81378	19.7263	0	2000	-1
21.9404	26.1847	0	2000	-1
19.6247	14.8983	0	2000	-1
2.01224	14.0405	0	2000	-1
20.2205	27.0228	0	2000	-1
27.8856	16.887	0	2000	-1
10.7829	27.3654	0	2000	-1
19.9929	16.8633	0	2000	-1
5.80988	24.5493	0	2000	-1
8.99134	26.6502	0	2000	-1
25.9614	22.2378	0	2000	-1
20.651	19.9602	0	2000	-1
5.93594	21.7218	0	2000	-1
8.15952	18.4736	0	2000	-1
10.5368	25.4004	0	2000	-1
10.8232	2.64777	0	2000	-1
11.88	23.9524	0	2000	-1
16.6703	4.05686	0	2000	-1
21.5385	18.1738	0	2000	-1
3.58409	8.52284	0	2000	-1
9.45465	19.9134	0	2000	-1
11.8134	8.37328	0	2000	-1
15.4072	5.60393	0	2000	-1
11.0935	11.2529	0	2000	-1
18.6471	4.37079	0	2000	-1
16.3293	7.37248	0	2000	-1
14.3274	3.92842	0	2000	-1
12.7048	2.19057	0	2000	-1
21.8787	16.2088	0	2000	-1
15.8924	24.2271	0	2000	-1
26.034	14.7661	0	2000	-1
18.4632	2.39399	0	2000	-1
15.1569	8.99128	0	2000	-1
19.037	10.7014	0	2000	-1
5.65936	8.5268	0	2000	-1
23.5546	4.87747	0	2000	-1
20.2988	2.99879	0	2000	-1
8.21617	8.66407	0	2000	-1
4.26646	12.2406	0	2000	-1
5.96844	16.506	0	2000	-1
10.0065	16.3654	0	2000	-1
13.6708	7.66201	0	2000	-1
4.56638	6.8722	0	2000	-1
21.1512	10.7999	0	2000	-1
7.86806	14.5923	0	2000	-1
21.3332	13.8633	0	2000	-1
14.1694	19.934	0	2000	-1
16.5597	2.0638	0	2000	-1
17.3216	11.7124	0	2000	-1
5.83273	5.45566	0	2000	-1
9.83236	7.40793	0	2000	-1
9.01935	3.3421	0	2000	-1
14.6294	1.97355	0	2000	-1
19.9999	8.97167	0	2000	-1
6.24558	12.0209	0	2000	-1
23.9672	7.99343	0	2000	-1
11.5544	6.40062	0	2000	-1
2.81033	10.2835	0	2000	-1
6.84308	10.1207	0	2000	-1
22.0959	3.70644	0	2000	-1
20.6348	7.10304	0	2000	-1
25.9591	7.75353	0	2000	-1
18.1738	6.2834	0	2000	-1
17.2881	15.3064	0	2000	-1
23.5162	18.4598	0	2000	-1
12.6099	22.1189	0	2000	-1
25.5635	11.6156	0	2000	-1
27.5048	11.21	0	2000	-1
10.3192	4.84365	0	2000	-1
8.13602	12.6518	0	2000	-1
26.8458	9.42799	0	2000	-1
8.71933	10.7745	0	2000	-1
4.80841	10.3261	0	2000	-1
13.4114	5.6887	0	2000	-1
23.1505	10.7643	0	2000	-1
27.8767	13.0794	0	2000	-1
12.4747	25.8534	0	2000	-1
25.8964	16.7557	0	2000	-1
12.1786	4.11695	0	2000	-1
18.4377	18.1169	0	2000	-1
14.8849	26.0619	0	2000	-1
7.01505	7.06573	0	2000	-1
14.4174	15.9435	0	2000	-1
15.5773	14.0377	0	2000	-1
7.35007	4.29284	0	2000	-1
18.1774	13.5185	0	2000	-1
8.59446	5.84774	0	2000	-1
24.8652	6.21447	0	2000	-1
